L1cati1n,A/T(°C),MI/T(°C),MA/T(°C),D/P(mm),MA/W,A/W(m/s),A/PT(°C),A/RH(P),A/SP(hPa),A/LAP(hPa),MA/SLP(hPa),MI/SLP(hPa),A/SLP(hPa),TST(hr),A/GT(°C),T/RYN
90.00,3.90,0.50,7.70,0.00,3.60,1.70,5.90,49.60,4.00,1022.00,1026.80,1020.00,1024.30,10.10,5.80,0.00
90.00,5.10,0.30,10.10,0.00,4.50,2.00,2.80,58.10,5.10,1024.00,1027.90,1024.90,1026.20,8.30,6.10,0.00
90.00,8.70,0.40,14.30,0.00,3.80,1.30,5.00,39.10,4.30,1019.70,1025.50,1018.80,1022.00,9.80,6.60,0.00
90.00,8.00,4.50,11.50,0.20,3.40,1.30,0.00,60.80,6.20,1013.30,1019.10,1011.60,1015.50,0.00,6.60,0.00
90.00,3.20,0.70,5.40,7.90,5.80,1.60,0.70,84.60,6.50,1011.00,1017.00,1009.60,1013.30,0.00,2.90,0.00
90.00,7.20,1.70,12.30,0.00,4.50,2.00,6.40,38.60,3.80,1014.10,1018.50,1014.10,1016.30,9.80,5.30,0.00
90.00,6.50,2.80,11.30,0.00,4.50,1.60,1.00,60.90,5.80,1015.90,1019.20,1016.20,1018.20,5.80,4.40,0.00
90.00,6.00,0.10,10.90,1.70,3.10,1.20,2.30,78.40,7.30,1012.00,1017.80,1011.00,1014.20,4.60,7.80,0.00
90.00,2.10,0.70,6.30,6.50,8.10,3.20,6.10,59.60,4.30,1010.50,1015.00,1010.50,1012.80,8.10,3.20,0.00
90.00,1.10,2.40,6.20,0.00,4.90,2.80,15.00,29.60,1.90,1010.20,1014.60,1010.30,1012.50,10.60,4.70,0.00
90.00,2.20,2.80,6.90,0.00,5.30,2.30,10.70,38.60,2.80,1007.90,1013.10,1007.80,1010.10,10.60,4.80,0.00
90.00,5.60,0.80,10.60,0.00,6.10,3.00,8.40,36.30,3.30,1006.80,1012.00,1005.70,1009.00,9.30,6.90,0.00
90.00,6.10,1.70,10.70,0.00,6.40,2.00,7.40,38.40,3.60,1014.60,1019.60,1011.90,1016.90,10.90,8.10,0.00
90.00,8.60,3.20,13.20,0.00,4.70,2.00,4.30,40.60,4.50,1019.30,1023.40,1019.50,1021.50,10.80,8.90,0.00
90.00,11.60,8.20,14.90,0.00,5.60,1.50,2.00,39.40,5.40,1016.00,1020.80,1015.40,1018.20,0.90,8.80,0.00
90.00,6.40,2.30,10.20,0.00,6.50,2.30,3.20,51.10,4.90,1015.80,1020.30,1016.50,1018.00,10.40,10.60,0.00
90.00,3.20,0.60,6.40,8.30,5.80,1.90,0.90,75.50,5.80,1017.10,1022.00,1017.10,1019.40,0.80,3.90,0.00
90.00,5.00,1.00,8.90,0.00,3.90,1.90,3.30,55.30,4.80,1021.10,1024.80,1021.90,1023.30,9.60,8.30,0.00
90.00,6.20,0.40,11.70,0.00,3.40,1.50,0.00,65.40,6.20,1018.50,1022.80,1018.90,1020.70,10.50,9.60,0.00
90.00,8.00,2.50,13.50,0.00,3.00,1.40,2.40,47.90,5.20,1019.80,1023.40,1020.30,1022.00,11.00,10.90,0.00
90.00,12.50,7.20,18.50,0.00,4.80,1.40,2.90,34.90,5.10,1019.60,1023.30,1019.60,1021.80,6.40,11.70,0.00
90.00,10.20,4.70,14.60,0.00,3.40,1.60,0.10,49.00,6.10,1022.90,1027.70,1023.20,1025.20,10.60,13.10,0.00
90.00,11.30,3.90,14.60,0.00,3.20,1.20,0.60,49.50,6.80,1015.60,1023.90,1012.20,1017.90,3.70,8.70,0.00
90.00,6.40,1.80,12.60,4.80,7.50,2.10,0.20,67.40,6.30,1013.80,1018.00,1011.00,1016.00,4.20,9.10,0.00
90.00,8.20,2.70,12.00,0.00,3.10,1.50,2.70,47.90,5.10,1016.50,1020.00,1017.00,1018.70,10.30,11.50,0.00
90.00,6.90,2.90,10.10,0.90,5.40,1.70,0.00,63.60,6.20,1018.90,1023.30,1019.00,1021.10,2.40,6.70,0.00
90.00,6.50,2.80,9.90,0.00,4.30,1.50,1.20,69.60,6.70,1020.10,1023.90,1020.80,1022.30,3.00,6.70,0.00
90.00,6.20,2.80,11.10,4.70,6.80,1.80,3.10,81.80,7.70,1017.60,1021.60,1018.50,1019.80,2.80,6.70,0.00
90.00,7.00,4.60,12.00,0.60,3.30,1.10,3.20,77.90,7.70,1015.40,1019.60,1016.10,1017.60,3.00,8.20,0.00
90.00,6.70,3.20,10.80,1.30,6.90,1.90,1.30,70.10,6.80,1015.70,1020.30,1016.00,1017.90,0.10,7.90,0.00
90.00,9.00,2.90,13.50,0.00,4.00,1.60,1.20,51.00,5.60,1019.00,1022.60,1019.80,1021.20,10.20,9.00,0.00
90.00,11.10,5.20,15.80,0.00,5.80,2.00,0.90,44.60,5.90,1017.30,1021.30,1017.50,1019.50,11.10,12.50,0.00
90.00,12.50,9.00,17.90,0.00,5.90,2.80,2.40,52.00,7.50,1018.60,1023.30,1018.00,1020.80,8.30,13.20,0.00
90.00,6.70,5.20,10.30,11.80,5.80,1.80,5.00,90.00,8.80,1018.40,1023.00,1019.10,1020.60,0.00,8.10,0.00
90.00,5.90,4.00,8.80,11.20,7.10,1.50,4.00,88.00,8.10,1014.60,1019.50,1015.10,1016.80,0.70,10.20,0.00
90.00,10.00,2.60,14.10,0.10,6.00,2.30,0.80,56.90,6.60,1013.80,1018.40,1013.80,1016.00,11.00,11.80,0.00
90.00,17.30,11.40,23.50,0.00,6.00,3.10,2.50,30.10,5.40,1015.70,1021.50,1014.20,1017.90,11.80,15.50,0.00
90.00,15.90,7.40,20.90,0.00,5.10,2.10,2.90,46.30,7.70,1018.80,1023.40,1018.90,1020.90,11.10,15.50,0.00
90.00,13.80,9.70,17.90,4.50,5.40,1.40,4.50,60.60,8.80,1014.70,1020.50,1010.70,1016.90,0.00,12.00,0.00
90.00,14.10,9.70,21.80,1.20,5.90,1.40,9.70,77.90,12.10,1006.70,1010.90,1006.10,1008.80,9.30,17.40,0.00
90.00,13.60,9.50,16.30,0.00,3.80,1.70,9.70,78.10,12.10,1011.90,1017.00,1010.80,1014.10,10.70,17.40,0.00
90.00,14.70,10.70,20.50,0.00,3.20,1.20,11.40,82.00,13.50,1008.30,1013.00,1008.70,1010.50,7.90,18.10,0.00
90.00,11.40,7.30,15.90,5.60,6.80,2.10,4.20,65.60,8.60,1015.40,1019.70,1012.10,1017.60,5.60,16.50,0.00
90.00,10.90,6.70,15.20,0.00,6.00,3.40,3.20,60.30,7.80,1013.20,1019.10,1010.90,1015.40,11.90,15.90,0.00
90.00,10.90,7.50,15.40,0.00,4.40,1.90,7.40,79.80,10.40,1003.00,1010.90,1001.30,1005.20,7.10,17.00,0.00
90.00,12.50,7.50,17.00,0.20,6.80,2.30,1.20,45.60,6.20,1009.60,1014.30,1007.20,1011.80,11.70,16.90,0.00
90.00,14.70,7.80,21.30,0.00,6.60,2.30,1.60,34.10,5.90,1010.80,1016.50,1009.20,1013.00,11.80,17.10,0.00
90.00,16.90,13.90,23.60,0.00,4.90,2.30,1.70,39.80,7.50,1006.40,1011.60,1005.20,1008.50,5.90,15.00,0.00
90.00,20.80,15.30,25.90,0.00,6.10,3.00,6.40,40.80,9.70,1007.60,1012.30,1007.30,1009.70,11.80,21.30,0.00
90.00,22.40,16.70,28.10,0.00,6.70,2.40,6.70,37.40,9.90,1008.90,1012.70,1009.70,1011.00,3.50,20.30,0.00
90.00,13.20,10.80,21.90,17.10,7.90,2.80,9.10,78.50,11.60,1001.40,1010.00,998.90,1003.50,0.00,13.10,0.00
90.00,12.20,8.30,19.60,6.40,6.40,2.40,7.60,76.10,10.70,994.20,1000.90,991.90,996.40,5.60,12.70,0.00
90.00,13.40,9.50,21.30,0.00,6.10,3.20,3.40,53.50,8.10,1004.00,1011.30,997.40,1006.10,10.70,14.60,0.00
90.00,15.60,11.10,19.40,0.00,4.50,1.60,4.50,48.30,8.40,1008.20,1013.00,1007.80,1010.30,5.00,15.60,0.00
90.00,13.10,10.00,16.80,0.40,4.90,2.50,6.50,66.00,9.80,1008.70,1013.40,1009.10,1010.90,8.50,18.20,0.00
90.00,12.70,8.40,17.20,0.00,5.60,2.10,7.10,70.90,10.30,1010.30,1013.30,1011.40,1012.50,12.60,18.20,0.00
90.00,17.40,9.00,22.00,0.00,6.80,2.30,2.40,38.00,7.50,1011.80,1015.60,1011.80,1013.90,12.70,19.70,0.00
90.00,16.70,11.90,20.70,0.00,6.40,2.00,4.70,47.00,8.90,1013.90,1018.90,1013.20,1016.00,9.70,20.40,0.00
90.00,15.90,14.00,19.90,0.00,5.90,1.70,8.10,61.50,11.00,1014.10,1018.10,1015.00,1016.20,8.70,19.40,0.00
90.00,14.20,8.90,18.10,0.00,4.20,1.90,4.80,53.80,8.70,1012.90,1017.90,1011.40,1015.10,12.20,22.00,0.00
90.00,14.10,6.90,18.10,0.00,5.60,2.30,0.20,39.90,6.30,1006.70,1013.90,1005.40,1008.80,11.40,20.40,0.00
90.00,17.60,12.80,24.40,0.00,8.10,3.50,1.20,37.30,7.00,999.70,1005.90,996.90,1001.80,4.70,20.30,0.00
90.00,19.20,9.50,27.10,0.10,6.50,2.40,3.20,41.50,8.00,1000.60,1005.90,998.70,1002.70,12.60,24.00,0.00
90.00,21.60,14.40,30.80,0.00,6.50,3.10,7.30,44.50,10.50,1002.00,1013.70,998.30,1004.10,9.00,26.40,0.00
90.00,14.60,9.30,19.30,0.00,4.80,1.90,7.20,62.10,10.30,1016.30,1020.20,1013.70,1018.40,12.90,24.60,0.00
90.00,14.00,9.40,18.80,0.00,5.00,2.10,9.60,75.30,12.00,1020.30,1024.30,1020.20,1022.40,11.70,22.40,0.00
90.00,15.40,10.80,20.50,0.00,3.90,1.50,11.00,76.90,13.10,1018.00,1022.90,1017.90,1020.20,12.30,24.60,0.00
90.00,17.60,11.60,24.30,0.00,4.30,1.50,11.00,68.10,13.20,1012.80,1017.90,1012.50,1014.90,8.80,23.20,0.00
90.00,21.40,16.50,25.50,0.00,5.60,2.10,10.70,51.40,12.90,1007.80,1013.20,1006.00,1009.90,11.70,29.10,0.00
90.00,17.70,10.80,23.60,0.00,6.30,3.20,4.90,23.90,4.50,1008.10,1013.50,1005.80,1010.30,11.90,25.10,0.00
90.00,20.10,14.00,25.20,0.00,5.90,3.00,3.20,20.60,4.90,1006.10,1011.50,1004.60,1008.20,12.90,26.00,0.00
90.00,21.90,14.40,27.50,0.00,8.30,4.00,3.90,36.40,8.60,1006.80,1013.50,1006.50,1008.90,8.30,26.80,0.00
90.00,13.60,12.50,16.40,3.60,4.90,2.00,11.70,88.50,13.70,1009.90,1014.90,1008.80,1012.10,1.70,21.40,0.00
90.00,14.40,12.10,17.50,0.20,5.50,1.60,12.00,86.40,14.00,1005.90,1009.40,1007.10,1008.00,4.10,20.80,0.00
90.00,22.30,15.70,28.40,0.00,4.00,1.90,10.70,48.80,13.00,1005.80,1009.10,1006.50,1007.90,7.30,25.20,0.00
90.00,21.80,16.20,27.00,0.00,4.50,1.80,12.60,56.80,14.70,1004.10,1008.10,1004.30,1006.20,0.00,21.20,0.00
90.00,15.40,12.90,18.60,9.80,6.50,3.10,11.30,78.80,13.60,1001.80,1007.80,997.60,1003.90,3.80,19.00,0.00
90.00,18.50,14.90,22.60,0.00,8.00,3.80,3.70,38.40,8.00,1001.70,1006.70,1000.90,1003.80,13.10,21.20,0.00
90.00,16.90,12.30,22.80,0.00,7.10,2.40,8.50,60.60,11.30,1006.70,1011.20,1005.10,1008.80,12.00,22.80,0.00
90.00,14.80,11.20,18.90,0.00,2.90,1.40,12.60,87.10,14.60,1008.00,1011.20,1008.60,1010.10,9.50,24.20,0.00
90.00,15.90,11.30,20.30,0.00,4.20,1.50,12.70,82.60,14.70,1008.20,1011.40,1008.90,1010.40,13.20,25.70,0.00
90.00,23.50,13.60,30.80,0.00,4.60,1.90,10.10,46.80,12.40,1009.20,1013.10,1009.30,1011.20,13.30,28.70,0.00
90.00,27.00,22.60,34.30,0.00,4.70,2.10,7.50,29.60,10.50,1007.60,1011.20,1007.60,1009.70,13.30,33.40,0.00
90.00,22.30,17.10,30.00,0.00,3.60,1.20,12.30,56.10,14.50,1010.10,1013.40,1010.20,1012.20,12.20,31.40,0.00
90.00,20.10,15.80,27.30,0.00,4.80,1.50,15.30,76.10,17.40,1010.00,1014.10,1009.80,1012.10,12.90,30.20,0.00
90.00,16.50,15.30,18.80,0.00,4.90,2.30,13.20,81.00,15.20,1013.00,1016.80,1013.50,1015.10,3.40,24.10,0.00
90.00,17.20,13.60,22.50,9.10,6.50,1.30,14.40,84.90,16.50,1008.10,1013.60,1008.00,1010.20,0.50,22.00,0.00
90.00,17.60,15.40,20.90,1.70,3.80,1.60,15.80,89.50,17.90,1005.40,1009.90,1005.20,1007.50,8.00,25.00,0.00
90.00,17.90,11.20,26.50,0.00,9.50,2.90,9.80,62.50,12.30,1001.20,1007.00,998.50,1003.40,7.30,23.50,0.00
90.00,14.10,10.50,16.60,0.80,7.00,1.80,9.00,72.30,11.60,1005.90,1011.60,1005.30,1008.00,2.60,19.30,0.00
90.00,16.50,9.40,21.90,0.00,2.80,1.40,11.10,71.80,13.20,1009.40,1012.20,1010.00,1011.50,14.00,25.60,0.00
90.00,19.80,11.90,26.30,0.00,3.80,1.30,12.80,65.40,14.80,1006.50,1011.60,1004.50,1008.60,10.80,25.20,0.00
90.00,23.20,18.10,28.30,0.00,3.10,1.50,15.10,61.60,17.20,1007.30,1011.20,1007.00,1009.40,12.10,30.70,0.00
90.00,24.00,18.10,30.30,0.00,3.90,1.40,12.20,48.90,14.40,1005.00,1009.80,1005.20,1007.10,1.50,25.30,0.00
90.00,23.40,18.40,26.30,0.00,4.00,1.50,8.50,42.90,11.80,999.70,1005.30,998.50,1001.70,5.20,27.10,0.00
90.00,16.70,10.50,22.40,15.00,5.80,1.80,13.80,83.90,15.90,997.70,1004.60,997.90,999.80,4.50,22.00,0.00
90.00,16.00,9.90,20.80,0.80,4.70,2.00,9.40,67.10,11.80,1001.90,1005.50,1002.00,1004.00,13.00,22.80,0.00
90.00,17.00,13.80,20.50,4.30,3.60,1.70,12.50,75.30,14.50,1005.10,1009.70,1004.30,1007.20,10.60,24.50,0.00
90.00,17.40,11.30,22.20,1.10,4.40,1.50,10.60,67.30,12.80,1009.00,1015.20,1008.50,1011.20,13.10,26.10,0.00
90.00,17.30,12.00,22.10,0.00,3.30,1.60,12.90,76.50,15.00,1015.10,1019.30,1013.10,1017.30,13.90,26.70,0.00
90.00,16.00,12.60,20.50,8.80,3.70,1.40,13.80,87.60,15.80,1012.20,1018.00,1009.80,1014.40,0.80,19.40,0.00
90.00,16.10,14.00,18.10,3.20,4.70,1.40,15.10,94.60,17.20,1001.60,1009.70,1001.70,1003.70,0.00,18.50,0.00
90.00,24.30,17.20,29.50,0.00,6.70,3.10,11.10,44.90,13.30,1002.80,1007.30,1003.10,1004.90,13.90,26.30,0.00
90.00,23.00,17.80,29.50,14.10,7.10,3.70,12.40,54.30,14.70,1000.30,1006.10,999.20,1002.40,6.40,25.20,0.00
90.00,18.20,12.50,22.00,0.30,6.10,2.40,7.30,50.50,10.30,1004.70,1007.90,1002.70,1006.80,12.20,24.20,0.00
90.00,17.00,10.80,21.90,0.00,4.40,1.60,12.40,75.30,14.80,1008.80,1015.30,1006.80,1010.90,13.40,24.90,0.00
90.00,17.00,14.10,19.80,0.00,4.90,1.80,13.40,79.90,15.40,1015.00,1018.10,1015.00,1017.20,5.60,23.10,0.00
90.00,16.70,12.50,21.30,3.10,3.60,1.70,14.20,86.30,16.30,1011.80,1017.40,1011.40,1013.90,9.20,20.40,0.00
90.00,23.70,14.00,29.70,0.00,4.00,1.60,13.20,54.80,15.20,1005.10,1011.40,1004.30,1007.20,10.50,27.60,0.00
90.00,21.70,18.00,25.50,0.00,3.40,1.40,15.50,69.90,17.80,1005.40,1011.80,1003.30,1007.50,1.60,29.60,0.00
90.00,19.20,16.40,22.90,0.00,4.70,2.20,16.20,83.60,18.40,1009.80,1012.80,1011.00,1011.90,0.00,26.00,0.00
90.00,19.40,16.40,22.90,0.00,4.20,1.80,16.70,85.00,19.00,1008.50,1011.80,1009.30,1010.60,0.00,27.50,0.00
90.00,19.90,16.20,23.30,0.00,3.30,1.40,17.70,88.00,20.20,1006.90,1010.30,1007.50,1009.00,0.00,28.40,0.00
90.00,21.10,18.10,25.80,0.00,2.30,1.10,18.90,88.10,21.80,1005.90,1009.30,1006.90,1008.00,5.60,27.40,0.00
90.00,20.90,17.30,26.30,0.00,2.60,1.10,18.60,87.50,21.50,1003.00,1007.30,1002.80,1005.10,10.30,29.90,0.00
90.00,20.50,18.90,23.50,0.90,4.00,1.90,18.40,88.60,21.20,1003.20,1006.60,1003.10,1005.30,4.60,26.10,0.00
90.00,22.10,18.10,25.70,0.00,3.00,1.30,19.00,82.90,21.90,1005.20,1008.10,1006.50,1007.30,12.80,30.70,0.00
90.00,21.50,18.80,24.40,0.00,4.40,1.70,19.20,87.60,22.30,1005.30,1008.70,1005.70,1007.40,10.10,30.00,0.00
90.00,20.70,19.70,23.40,1.50,2.00,0.80,19.30,92.10,22.40,1001.90,1005.90,1002.30,1004.00,0.10,24.30,0.00
90.00,20.80,18.40,25.40,2.20,2.50,0.90,19.00,90.10,21.90,1001.80,1007.00,1001.70,1003.90,0.80,24.80,0.00
90.00,19.20,18.30,20.20,14.40,4.50,1.70,18.60,97.00,21.50,1007.50,1011.20,1006.90,1009.60,0.00,21.30,0.00
90.00,20.90,18.00,24.40,0.00,4.90,1.40,19.30,91.10,22.40,1008.50,1011.50,1009.50,1010.60,11.00,26.40,0.00
90.00,21.70,19.70,25.20,0.00,4.80,1.60,19.90,89.60,23.20,1010.20,1013.10,1010.60,1012.30,3.00,26.50,0.00
90.00,22.50,20.30,26.20,0.00,3.40,1.20,20.50,89.30,24.20,1008.30,1013.00,1007.90,1010.40,8.10,26.90,0.00
90.00,26.00,20.20,29.50,0.00,5.10,1.60,18.80,66.00,21.80,1003.60,1007.90,1003.60,1005.60,9.60,28.10,0.00
90.00,28.90,25.60,32.10,0.00,5.10,1.70,18.40,53.50,21.10,1001.80,1005.00,1002.40,1003.80,3.60,28.00,0.00
90.00,24.40,21.00,29.80,18.80,5.60,2.00,22.20,88.60,26.80,1003.40,1007.00,1003.70,1005.50,0.20,25.20,0.00
90.00,23.50,20.90,26.60,49.20,3.90,1.50,21.90,91.30,26.30,1001.90,1005.10,1002.90,1004.00,2.90,25.60,0.00
90.00,22.30,20.90,24.90,0.00,4.50,1.40,21.20,94.10,25.20,1004.60,1009.30,1004.20,1006.70,1.70,24.90,0.00
90.00,22.80,18.90,26.50,0.00,3.30,1.30,20.60,88.00,24.30,1008.40,1011.30,1008.90,1010.50,10.40,27.10,0.00
90.00,23.10,20.00,27.20,0.00,3.60,1.20,21.20,90.10,25.30,1008.10,1011.80,1008.90,1010.20,12.10,27.70,0.00
90.00,23.00,20.50,26.00,3.10,3.30,1.00,21.80,93.80,26.10,1006.10,1009.90,1006.20,1008.10,0.10,26.30,0.00
90.00,23.80,22.10,27.40,67.60,4.60,1.10,22.70,94.40,27.60,1003.30,1007.10,1003.30,1005.40,2.60,25.50,0.00
90.00,28.00,23.40,32.40,0.00,3.50,1.30,23.10,75.60,28.30,1002.60,1006.20,1002.70,1004.60,10.20,28.60,0.00
90.00,23.40,21.20,26.40,9.30,3.50,0.90,22.40,94.60,27.10,997.80,1002.80,998.40,999.90,0.00,25.40,0.00
90.00,28.90,21.60,33.90,12.50,4.20,1.60,20.60,63.40,24.20,1001.80,1006.60,1000.20,1003.80,10.70,28.10,0.00
90.00,29.30,23.80,34.20,0.00,2.50,0.90,20.60,60.50,24.30,1004.60,1007.90,1005.10,1006.60,13.60,29.40,0.00
90.00,27.30,23.10,31.20,0.00,2.50,0.90,20.90,68.90,24.70,1002.40,1005.90,1003.20,1004.40,13.70,29.80,0.00
90.00,29.50,24.30,34.60,0.00,4.90,1.60,21.40,62.40,25.50,1003.30,1006.30,1003.40,1005.40,12.00,30.80,0.00
90.00,27.90,25.00,32.60,1.50,3.10,1.10,21.70,69.80,25.90,1005.00,1008.60,1005.60,1007.00,2.40,28.40,0.00
90.00,29.60,25.40,34.30,0.00,3.60,1.40,21.90,64.00,26.30,1006.70,1009.70,1007.20,1008.80,5.50,30.30,0.00
90.00,30.60,27.50,33.90,0.00,4.20,1.70,21.60,58.90,25.70,1006.50,1010.00,1007.30,1008.50,9.10,31.60,0.00
90.00,29.10,25.40,32.60,0.00,3.80,1.40,21.90,66.00,26.30,1004.90,1008.40,1006.00,1006.90,13.20,32.40,0.00
90.00,27.60,24.40,32.80,0.00,4.20,1.10,23.20,78.00,28.50,1003.00,1006.30,1003.30,1005.10,12.40,33.30,0.00
90.00,28.50,23.80,32.20,0.00,5.00,1.00,23.90,77.30,29.70,1002.80,1006.10,1003.40,1004.80,10.90,33.80,0.00
90.00,29.90,25.30,34.90,18.70,5.50,1.30,23.70,71.60,29.40,1004.30,1010.90,1003.50,1006.30,2.00,31.20,0.00
90.00,22.50,21.40,25.30,40.10,3.10,1.10,21.40,94.40,25.60,1008.80,1012.70,1008.20,1010.90,0.00,25.40,0.00
90.00,22.30,21.90,22.90,25.20,3.30,1.10,21.90,97.80,26.20,1003.30,1008.20,1004.30,1005.40,0.00,24.40,0.00
90.00,23.40,21.90,26.10,9.00,2.30,0.50,22.80,97.10,27.80,1000.90,1004.50,1001.50,1002.90,0.50,25.20,0.00
90.00,23.60,22.10,25.70,2.80,4.20,1.30,22.50,93.50,27.20,1004.30,1009.90,1002.30,1006.40,0.50,25.50,0.00
90.00,24.10,20.70,27.50,0.00,3.60,1.50,20.40,80.90,24.10,1007.90,1011.40,1008.80,1010.00,10.70,27.30,0.00
90.00,23.10,19.70,26.20,0.00,2.70,0.90,20.50,86.00,24.20,1007.00,1009.70,1008.40,1009.10,0.90,25.60,0.00
90.00,22.50,21.40,23.60,7.60,2.30,0.40,21.80,96.00,26.10,1007.10,1010.30,1007.90,1009.20,0.00,24.70,0.00
90.00,23.20,21.90,26.30,4.90,2.30,0.80,21.70,91.80,26.00,1007.80,1010.90,1009.10,1009.90,0.30,25.20,0.00
90.00,23.80,21.70,27.70,0.00,4.70,1.70,21.70,88.50,26.00,1005.90,1009.50,1006.40,1008.00,3.20,26.30,0.00
90.00,22.90,21.80,23.90,0.00,3.20,1.20,20.90,88.90,24.80,1008.20,1011.40,1008.70,1010.30,0.00,24.80,0.00
90.00,23.80,21.70,25.60,0.00,2.80,0.80,21.70,88.50,26.00,1009.10,1012.50,1010.50,1011.20,1.20,26.20,0.00
90.00,24.70,22.80,27.40,0.00,2.20,0.80,22.40,87.50,27.10,1007.40,1011.50,1008.10,1009.50,0.50,26.90,0.00
90.00,25.20,21.40,28.60,0.00,3.20,1.50,22.70,86.50,27.60,1005.50,1008.50,1006.40,1007.60,9.90,28.60,0.00
90.00,25.70,21.90,28.90,0.00,2.70,1.10,23.80,89.40,29.50,1004.60,1007.70,1005.40,1006.70,10.30,30.10,0.00
90.00,26.70,25.10,30.30,0.00,3.60,0.60,25.00,90.50,31.60,1002.50,1006.20,1002.80,1004.50,2.70,30.50,0.00
90.00,26.60,24.70,29.00,3.30,3.20,0.70,25.10,92.30,32.00,999.40,1003.50,999.20,1001.40,1.60,29.60,0.00
90.00,26.30,23.50,29.40,3.40,3.60,1.00,24.20,88.60,30.30,996.80,1000.50,997.50,998.80,9.90,31.50,0.00
90.00,26.90,24.00,30.10,0.00,3.50,1.10,22.90,79.40,28.10,997.10,999.80,998.00,999.10,7.30,31.00,0.00
90.00,24.60,22.80,27.40,6.40,2.60,0.70,22.90,91.00,28.00,997.10,1000.80,998.20,999.20,0.10,26.30,0.00
90.00,23.00,22.00,23.90,74.90,3.50,0.90,22.50,97.60,27.20,1000.50,1005.10,1000.00,1002.60,0.00,24.60,0.00
90.00,23.00,21.60,25.30,54.40,4.10,1.30,21.50,91.90,25.70,1006.40,1011.30,1004.90,1008.50,0.20,25.30,0.00
90.00,23.00,20.80,27.10,0.70,2.30,0.90,20.40,85.80,24.00,1010.50,1013.50,1010.70,1012.60,2.60,26.00,0.00
90.00,23.50,20.30,27.30,0.00,2.20,0.70,20.40,83.30,24.00,1010.70,1013.70,1011.90,1012.80,3.70,26.20,0.00
90.00,23.50,21.30,25.40,1.00,5.00,2.00,20.90,86.00,24.70,1007.30,1011.80,1007.80,1009.40,0.00,24.70,0.00
90.00,21.40,19.20,24.30,65.30,6.40,2.10,20.50,95.30,24.20,1004.60,1007.90,1005.90,1006.70,0.00,22.90,0.00
90.00,21.30,19.40,23.70,18.40,4.00,0.70,19.80,91.60,23.10,1006.60,1009.80,1007.00,1008.70,0.00,23.40,0.00
90.00,21.20,20.30,22.10,24.30,2.40,0.60,20.90,98.50,24.70,1007.90,1011.20,1008.90,1010.00,0.00,23.40,0.00
90.00,21.90,20.80,23.60,89.40,5.30,1.10,21.40,97.50,25.50,1010.10,1014.00,1010.30,1012.20,0.00,23.40,0.00
90.00,21.70,20.90,23.20,4.40,1.80,0.50,21.20,97.60,25.20,1012.10,1015.10,1013.40,1014.20,0.00,23.70,0.00
90.00,21.70,21.00,22.50,31.10,3.10,0.50,21.30,98.30,25.40,1009.40,1014.00,1009.00,1011.50,0.00,23.10,0.00
90.00,22.70,21.70,25.80,18.60,3.90,0.90,22.10,96.80,26.60,1004.90,1009.00,1005.50,1007.00,2.10,24.00,0.00
90.00,26.30,21.80,32.40,0.00,4.10,1.10,22.20,80.10,26.80,1007.90,1011.70,1008.20,1009.90,9.10,28.30,0.00
90.00,26.00,24.10,28.50,5.20,2.70,1.00,22.50,82.50,27.40,1007.40,1011.70,1005.90,1009.50,0.00,25.80,0.00
90.00,28.30,24.00,31.40,20.00,7.70,2.00,22.10,70.10,26.80,1000.50,1006.10,1000.40,1002.50,2.50,25.80,0.00
90.00,25.60,21.80,30.50,0.00,3.40,1.50,17.20,61.10,19.80,1004.50,1008.50,1004.70,1006.60,8.80,26.10,0.00
90.00,24.90,20.50,29.70,0.00,5.80,1.40,11.40,44.50,13.60,1009.70,1014.40,1008.00,1011.80,12.60,25.70,0.00
90.00,22.00,17.30,26.90,0.00,2.70,0.90,17.10,74.80,19.70,1012.90,1017.30,1012.30,1015.00,4.40,24.40,0.00
90.00,21.50,18.50,25.40,4.10,1.70,0.70,18.00,81.60,20.60,1008.30,1012.30,1008.90,1010.40,0.00,23.50,0.00
90.00,19.80,16.40,22.90,0.00,4.50,1.80,13.40,68.40,15.50,1010.70,1014.70,1009.50,1012.80,7.10,24.10,0.00
90.00,20.60,16.40,25.30,0.00,3.40,1.30,12.30,59.80,14.30,1009.50,1014.20,1008.40,1011.60,3.40,21.90,0.00
90.00,20.70,17.20,24.50,0.00,3.60,1.80,14.50,68.40,16.60,1010.80,1014.00,1011.20,1012.90,7.20,22.70,0.00
90.00,20.00,15.80,24.40,0.00,2.60,1.50,14.90,73.60,17.00,1011.90,1015.20,1013.30,1014.00,12.40,25.10,0.00
90.00,19.90,14.40,24.30,0.00,3.00,1.20,14.60,72.90,16.70,1012.10,1015.20,1013.40,1014.20,12.30,25.40,0.00
90.00,20.40,13.90,25.70,0.00,3.70,1.60,15.00,72.10,17.20,1012.90,1016.00,1014.00,1015.10,12.00,25.50,0.00
90.00,21.90,16.40,26.10,0.00,2.90,1.30,17.90,78.90,20.60,1013.30,1017.40,1014.10,1015.40,11.00,26.90,0.00
90.00,20.40,17.30,23.10,0.00,1.60,0.60,16.80,80.50,19.10,1009.30,1014.40,1008.70,1011.40,0.00,22.60,0.00
90.00,22.40,18.40,27.10,0.00,2.30,0.60,17.50,74.80,20.10,1004.20,1008.90,1005.00,1006.30,0.00,24.10,0.00
