지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조 시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),기사,안개 계속시간(hr),다음날
90,2016-07-07,19.5,17.8,203,22.6,1530,,,,,,,6.7,180,1518,3.5,160,1428,1.3,1161,160,18.1,80,1531,92.1,20.8,1012.7,1016.4,1,1012.8,2352,1014.8,14.7,4.3,,,,,,,,,,,22.3,17.4,,,,,,,,,,,,,,,X
90,2016-07-08,21.2,17.4,123,26.1,1134,,,,,,,5.3,140,1154,3,140,1158,1.2,1068,160,19.9,75,1138,92.9,23.3,1007.7,1013,6,1007.5,2400,1009.8,14.7,11.9,,,,,,,,,,,26.1,16.8,,,,,,,,,,,,,,,X
90,2016-07-09,23.1,18.2,441,28.1,1609,,,,,,,5.6,160,1335,3.3,160,1342,1.1,934,140,21,70,1607,88.8,24.9,1003.1,1007.6,3,1003.4,1656,1005.2,14.7,13.5,,,,,,,,,,,27.6,18.2,,,,,,,,,,,,,,,X
90,2016-07-10,24.3,20.8,435,27.2,1435,,,,,,,4.8,360,2302,3.4,360,2303,1,900,20,21.5,71,1441,85.3,25.7,1002.2,1005.8,2338,1003,259,1004.2,14.7,11.3,,,,,,,,,,,28.8,20,,,,,,,,,,,,,,,X
90,2016-07-11,23.1,21,448,25.7,1323,,,,,,,4.1,140,1318,2.5,140,1333,1.1,927,110,22.1,85,1324,94.5,26.6,1003,1006.5,807,1003.6,2345,1005,14.7,3.5,,,,,,,,,,,27.2,21.1,,,,,,,,,,,,,,,X
90,2016-07-12,23.1,21.7,2323,25.9,1359,,0.5,1035,0.5,1000,1.2,7.7,340,1143,5.2,360,1144,1.7,1503,360,22.2,82,1403,94.8,26.7,999.9,1003.7,9,1000.9,1736,1001.9,14.6,0.6,,,,,,,,,,,25.5,21.6,,,,,,,,,,,,,,,X
90,2016-07-13,22.6,21.1,331,25.6,1134,,,,,,,4.9,140,1748,2.9,140,1749,1.1,949,140,21.9,84,1133,96.4,26.3,997.4,1001.4,1,997.8,1702,999.5,14.6,2.3,,,,,,,,,,,25.9,22,,,,,,,,,,,,,,,X
90,2016-07-14,24.2,21.8,2347,27.8,1456,,5.5,514,6.5,501,7.3,6.5,360,811,4.5,360,816,1.2,1033,360,20.7,55,1813,82.3,24.5,1000.8,1006.2,2323,999.4,128,1002.9,14.6,6.5,,,,,,,,,,,27.2,21.3,,,,,,,,,,,,,,,X
90,2016-07-15,23.8,21.3,249,27.3,1017,,0.2,,0.2,,0.2,4.8,160,1326,2.9,160,1401,1.2,1035,140,19.3,62,932,76.9,22.5,1004,1007,912,1005.4,1715,1006.1,14.6,3.6,,,,,,,,,,,25.8,20.2,,,,,,,,,,,,,,,X
90,2016-07-16,19.9,19,831,22.1,1,,3.4,1054,15.8,748,110.6,10.1,110,1027,7.7,110,1027,2.2,1875,110,19.3,85,542,96.5,22.3,1002.1,1005.8,17,1003,1717,1004.2,14.6,0,,,,,,,,,,,20.7,18.9,,,,,,,,,,,,,,,X
90,2016-07-17,20.3,19.5,604,23.2,1345,,0.4,324,1,254,3.4,8.2,340,1431,5.3,360,1438,1.6,1396,360,19.6,86,1348,96.3,22.8,1005,1009.6,2129,1004.3,253,1007.1,14.5,1,,,,,,,,,,,22.2,19.8,,,,,,,,,,,,,,,X
90,2016-07-18,21.6,19.2,210,24.5,1444,,,,,,,4.8,160,1805,3.1,360,213,1.5,1258,160,20.2,80,1445,92.4,23.7,1008.2,1011.9,2314,1009,309,1010.3,14.5,4.5,,,,,,,,,,,24.8,19.5,,,,,,,,,,,,,,,X
90,2016-07-19,22.2,20.7,545,25,1247,,,,,,,6.2,160,1744,3.6,160,1750,1.3,1126,110,20.5,80,1250,90.5,24.1,1011.1,1014.3,2338,1011.7,33,1013.2,14.5,0,,,,,,,,,,,24.1,21.1,,,,,,,,,,,,,,,X
90,2016-07-20,22,20.5,719,24.6,1109,,0.2,,0.2,,0.2,4.6,160,2032,2.8,160,2113,1.1,965,110,20.3,83,1115,90.5,23.8,1012.6,1015.6,1254,1013.8,1734,1014.7,14.5,0.5,,,,,,,,,,,24.2,20.5,,,,,,,,,,,,,,,X
90,2016-07-21,21.8,19.6,459,23.8,1632,,,,,,,4.5,160,1824,2.9,160,1828,1.2,1004,160,20.5,85,1633,92.5,24.1,1011.6,1015,21,1012.4,1740,1013.7,14.4,0.3,,,,,,,,,,,23.8,19.4,,,,,,,,,,,,,,,X
90,2016-07-22,23,20.6,534,25.8,1109,,,,,,,6.1,160,1814,3.7,160,1814,1.6,1347,140,20.7,76,1111,87.4,24.4,1010.2,1013.3,657,1010.8,1810,1012.3,14.4,4.1,,,,,,,,,,,25.7,20.9,,,,,,,,,,,,,,,X
90,2016-07-23,22.4,20.9,349,24.2,935,,0.5,2204,0.7,2136,1.3,4.8,360,2358,2.9,360,2359,0.9,793,360,21.1,82,937,92.4,25,1008.2,1011.8,1,1009.5,1713,1010.3,14.4,0.1,,,,,,,,,,,24.3,20.9,,,,,,,,,,,,,,,X
90,2016-07-24,22.1,20.6,316,23.9,1257,,0.9,41,3.2,1,3.9,7.1,340,133,5,360,130,1.2,1067,360,21.1,85,1238,94.8,25.1,1008.2,1011.3,1104,1009.4,408,1010.3,14.4,0.1,,,,,,,,,,,24.4,21.3,,,,,,,,,,,,,,,X
90,2016-07-25,22.8,21,449,25.1,1125,,,,,,,4.7,20,951,3.1,360,956,1.2,1076,20,22,86,1126,95.6,26.5,1008.4,1011.5,1022,1009.3,2341,1010.5,14.3,3.4,,,,,,,,,,,25.1,20.9,,,,,,,,,,,,,,,X
90,2016-07-26,24.2,22.1,504,26.5,1329,,,,,,,7.2,180,1430,4,160,1432,1.3,1090,140,22.9,82,2342,93.4,28,1003.8,1009.3,1,1003.4,2339,1005.9,14.3,3,,,,,,,,,,,25.8,23,,,,,,,,,,,,,,,X
90,2016-07-27,27.1,25.1,1822,28.7,1226,,0,,0,,0,4.7,270,809,2.5,360,1850,1.1,954,340,22.3,60,810,76,27,1000.6,1003.7,1020,1001.5,1755,1002.6,14.3,0,,,,,,,,,,,25.3,23.4,,,,,,,,,,,,,,,X
90,2016-07-28,27.2,23.9,2237,30.3,1113,,1,647,2.6,627,2.6,6.5,160,1313,3.7,160,1319,1.3,1158,20,23.7,61,2327,82.5,29.5,1002.2,1006.7,2354,1002.4,44,1004.2,14.2,10,,,,,,,,,,,29.1,23,,,,,,,,,,,,,,,X
90,2016-07-29,27.9,25.1,1009,31.9,1643,,0.2,,0.2,,0.2,9.2,290,506,5.1,290,455,1.5,1290,290,22.2,62,1,71.9,26.9,1005.2,1008.4,2252,1006,309,1007.2,14.2,3.9,,,,,,,,,,,26.6,23.4,,,,,,,,,,,,,,,X
90,2016-07-30,28.1,25.5,2351,31.2,1309,,,,,,,4,360,203,2.1,320,235,1.1,933,50,24.8,69,1310,82.8,31.3,1007.8,1011.1,2251,1007.9,227,1009.9,14.2,11.8,,,,,,,,,,,30,24.2,,,,,,,,,,,,,,,X
90,2016-07-31,26.4,23.5,2337,29.4,1132,,2,1805,4.4,1805,7.7,11.3,290,1812,5.7,290,1818,1.2,1044,50,24.8,81,1133,91.6,31.4,1009.1,1012.6,950,1009.3,1702,1011.2,14.2,4,,,,,,,,,,,29.6,23.9,,,,,,,,,,,,,,,X
90,2016-08-01,26,23.3,510,28.8,1203,,10.1,2102,16.9,2036,26.8,6.5,360,2055,3.4,360,2100,1.2,1052,110,24.3,81,919,90.9,30.4,1008.1,1011.2,654,1008.2,1743,1010.2,14.1,7.8,,,,,,,,,,,28.3,23.8,,,,,,,,,,,,,,,X
90,2016-08-02,26.1,23.3,357,28.3,1501,,,,,,,6.1,360,1034,4,20,1039,1.2,1016,110,24.3,81,1117,90.4,30.4,1007.6,1010.4,1037,1008.2,1811,1009.6,14.1,4.7,,,,,,,,,,,28.2,23.8,,,,,,,,,,,,,,,X
90,2016-08-03,26.3,23.6,2342,29.6,1055,,,,,,,3.8,110,1415,2.6,110,1243,1.3,1090,110,24.1,77,1549,88.3,30.1,1007.8,1010.5,1021,1009.2,502,1009.9,14.1,10,,,,,,,,,,,29.7,23.8,,,,,,,,,,,,,,,X
90,2016-08-04,26.1,22.3,412,29.8,1510,,,,,,,4.3,160,1700,2.9,160,1707,1.3,1157,110,23.3,74,1441,85.1,28.7,1008.7,1011.5,1047,1009.9,1749,1010.7,14,12.5,,,,,,,,,,,29.1,22.5,,,,,,,,,,,,,,,X
90,2016-08-05,25.7,20.9,553,29.8,1333,,,,,,,6.3,140,1625,3.8,160,1625,1.3,1155,140,22.9,66,909,85.8,28.1,1008.2,1011.1,715,1009.3,1803,1010.2,14,13,,,,,,,,,,,29.1,21.2,,,,,,,,,,,,,,,X
90,2016-08-06,25.7,20.3,505,29.9,1415,,,,,,,6.5,160,1723,4.2,160,1726,1.2,1073,160,22.2,53,1054,82.5,26.9,1005.9,1010.1,1,1006.3,2338,1008,14,13,,,,,,,,,,,29.4,20,,,,,,,,,,,,,,,X
90,2016-08-07,28.4,23.5,237,33.5,1528,,,,,,,6.7,160,1510,3.9,160,1344,1.2,1060,140,24.4,62,1541,79.6,30.6,1003.8,1006.8,538,1004.5,1558,1005.8,13.9,11.4,,,,,,,,,,,31,23.6,,,,,,,,,,,,,,,X
90,2016-08-08,25.4,23.1,2007,29.8,1233,,5,1339,6.7,1318,8.6,8.3,50,1321,5.3,70,1325,1.8,1530,290,23.2,74,105,88.1,28.5,1006.8,1011.1,2117,1006.4,1,1008.9,13.9,6.3,,,,,,,,,,,27.4,23.6,,,,,,,,,,,,,,,X
90,2016-08-09,25.2,22.8,444,28.3,1035,,,,,,,5.3,140,1809,3.4,160,1807,1.4,1178,140,21.4,63,1308,80.4,25.5,1008.1,1011.2,824,1008.8,1741,1010.1,13.9,9.4,,,,,,,,,,,27.9,22.9,,,,,,,,,,,,,,,X
90,2016-08-10,26.7,21.9,411,31.6,1600,,,,,,,7.3,160,1732,4.9,160,1739,1.1,952,140,23.4,68,1724,83.1,28.9,1006.7,1010.2,651,1007.4,1637,1008.7,13.8,12.1,,,,,,,,,,,29.3,22.2,,,,,,,,,,,,,,,X
90,2016-08-11,28.5,25.2,145,32.3,1013,,,,,,,5.3,140,1423,3.1,140,1424,0.9,795,140,24.2,60,950,78,30.2,1006.3,1009.8,952,1007.5,1704,1008.3,13.8,12.8,,,,,,,,,,,31,23.8,,,,,,,,,,,,,,,X
90,2016-08-12,28.6,24.2,307,33.2,1124,,,,,,,5.1,180,1635,2.9,140,1419,0.9,777,140,24.2,58,1653,78.3,30.3,1003.9,1007.7,8,1004.6,1653,1005.9,13.8,13.1,,,,,,,,,,,32.3,23.4,,,,,,,,,,,,,,,X
90,2016-08-13,30.5,25.6,119,35.9,1212,,,,,,,6,320,2140,4,360,2156,1,826,160,24.8,54,1139,72.6,31.3,1001.9,1004.8,613,1002.7,1508,1003.9,13.7,9.7,,,,,,,,,,,32,24.7,,,,,,,,,,,,,,,X
90,2016-08-14,28.8,26.7,456,34.4,1043,,0.2,,0.2,,0.2,3.6,360,1410,2,160,1637,0.6,561,230,25.5,56,1042,83.3,32.8,1000.8,1003.8,1,1001.5,1541,1002.8,13.7,2.2,,,,,,,,,,,29,25.8,,,,,,,,,,,,,,,X
90,2016-08-15,28.3,26.5,222,30.6,1233,,,,,,,5.6,340,942,4.1,360,947,1.3,1132,110,25.1,76,637,83.1,31.8,1000.1,1003,903,1001.2,1803,1002.1,13.7,3.8,,,,,,,,,,,31.3,26.2,,,,,,,,,,,,,,,X
90,2016-08-16,25.9,22.5,216,29.2,1101,,3.9,155,5.2,143,5.2,10.5,340,137,6.9,360,145,1.4,1232,20,23.3,70,1054,86.3,28.7,1000.8,1003.6,925,1001.7,1526,1002.8,13.6,6.6,,,,,,,,,,,28.7,23.1,,,,,,,,,,,,,,,X
90,2016-08-17,26.7,23.3,349,30.2,1524,,,,,,,5.2,50,1133,3.6,50,1138,1.5,1274,20,23.4,71,1255,82.9,28.9,1002.2,1005.5,2134,1003,48,1004.2,13.6,11.6,,,,,,,,,,,30.9,22.7,,,,,,,,,,,,,,,X
90,2016-08-18,27.1,23.4,325,30.5,1248,,,,,,,6.5,160,1353,3.9,160,1509,1.7,1436,160,24.1,73,1249,84.3,30.1,1004.4,1007.6,2127,1005,1,1006.4,13.6,5.1,,,,,,,,,,,30,23.2,,,,,,,,,,,,,,,X
90,2016-08-19,26.7,25.1,2321,29.8,1159,,4.1,1644,5.8,1605,5.8,5.7,180,1237,3.5,160,1305,1.2,1050,290,24.6,74,1336,89.3,30.9,1005.8,1009.4,2014,1006.4,331,1007.9,13.5,0.1,,,,,,,,,,,28.5,25.2,,,,,,,,,,,,,,,X
90,2016-08-20,27,24.4,326,30.8,1355,,,,,,,5.2,160,1611,3.1,140,1611,1.3,1140,110,24.5,75,1356,87,30.7,1006.1,1009.1,830,1007,1825,1008.1,13.5,6.5,,,,,,,,,,,29.7,25.1,,,,,,,,,,,,,,,X
90,2016-08-21,25.9,23,2400,29.9,1455,,1.6,2003,3.2,1958,3.4,4.5,140,1328,2.8,140,1337,1.2,1072,140,23.2,68,1446,86,28.5,1005.4,1008.4,2359,1006.5,359,1007.4,13.4,4.4,,,,,,,,,,,29.5,23.7,,,,,,,,,,,,,,,X
90,2016-08-22,26.4,22.9,58,30.3,1241,,,,,,,4.3,90,1448,2.5,110,1528,1.5,1262,270,23.2,67,1446,83.1,28.4,1005.7,1008.7,811,1006.9,1530,1007.8,13.4,9.3,,,,,,,,,,,29.5,23.3,,,,,,,,,,,,,,,X
90,2016-08-23,26.2,22.5,459,30,1147,,,,,,,6.4,160,1453,4,160,1455,1.9,1603,140,22.6,66,1713,81.1,27.4,1006,1009,1011,1007,1623,1008,13.4,11.2,,,,,,,,,,,29.7,22,,,,,,,,,,,,,,,X
90,2016-08-24,25.6,23.3,611,28.7,1253,,,,,,,9,160,1739,4.4,160,1738,1.2,1005,160,22.1,65,1504,81.9,26.6,1005.1,1008.3,954,1006.2,1727,1007.1,13.3,1.9,,,,,,,,,,,26.9,22.8,,,,,,,,,,,,,,,X
90,2016-08-25,25.8,22,436,31.7,1432,,4.6,2254,13.6,2245,31.5,16,90,2319,9.5,70,2351,1.7,1508,70,22.5,57,1305,83.4,27.2,1002.3,1006.6,1,1001.8,1422,1004.3,13.3,4.4,,,,,,,,,,,28,21.6,,,,,,,,,,,,,,,X
90,2016-08-26,19.6,15.9,638,24.1,1524,,4,106,8.4,49,18.9,14.9,70,3,9.9,70,7,2.5,2137,270,14.7,47,1513,75.3,16.8,1010.7,1014,2355,1006.3,2,1012.8,13.2,8.3,,,,,,,,,,,23.9,16.7,,,,,,,,,,,,,,,X
90,2016-08-27,21.8,16.2,38,25.4,1300,,0,,0,,0,7,70,2103,4.2,70,2105,2.1,1857,90,15,53,1214,66.1,17.1,1009.9,1014.2,850,1009.5,2340,1012,13.2,8.8,,,,,,,,,,,23.5,16.1,,,,,,,,,,,,,,,X
90,2016-08-28,19.6,16.9,936,23,1,,7.8,545,18.3,535,65.4,14,70,2251,7.8,50,2251,3.7,3183,50,16.9,61,40,85.5,19.3,1004.7,1009.6,1,1005.1,1606,1006.8,13.2,0,,,,,,,,,,,20.1,17.5,,,,,,,,,,,,,,,X
90,2016-08-29,19.2,15.3,1907,22.1,1057,,1,1746,3.4,1705,14.5,13.2,50,402,8.4,360,929,4,3460,360,15.3,61,1050,78.9,17.4,999.7,1005.4,14,996.7,2356,1001.8,13.1,0.1,,,,,,,,,,,19.4,16.5,,,,,,,,,,,,,,,X
90,2016-08-30,19.6,16.8,853,22.8,1323,,0.6,725,2.3,813,5.6,9.8,270,2358,4.5,270,2359,1.8,1532,320,15.2,59,519,76.3,17.3,987.6,996.8,1,984.4,2353,989.6,13.1,0.6,,,,,,,,,,,19.8,16.9,,,,,,,,,,,,,,,X
90,2016-08-31,21.2,19.3,1416,23,2257,,0.5,1401,0.5,1311,1,17.1,320,2305,6.8,320,2256,2.9,2475,200,12.8,50,2257,59,14.8,981.9,991.2,2356,979.4,459,983.9,13.1,0,,,,,,,,,,,18.5,16.4,,,,,,,,,,,,,,,X
90,2016-09-01,22.8,19,2400,28.6,1424,,2.3,1625,3.5,1611,3.5,13.6,340,1504,7.7,340,1512,2.4,2051,290,17.1,48,22,72.1,19.8,997.9,1005.6,2150,990.9,4,999.9,13,9.8,,,,,,,,,,,22.2,16,,,,,,,,,,,,,,,X
90,2016-09-02,21.6,18.5,55,24.6,1424,,0,,0,,0,9.6,160,1851,5.1,160,1831,1.9,1667,160,19.2,75,911,87,22.3,1006.5,1010.8,2229,1005,36,1008.6,13,2.6,,,,,,,,,,,22.3,18.4,,,,,,,,,,,,,,,X
90,2016-09-03,20.7,18.6,237,22.5,1441,,1.9,729,4.7,649,17.9,5.4,160,25,3.3,160,34,0.8,706,340,20.4,84,29,98.8,24,1008.4,1011.9,2300,1009.5,1441,1010.5,12.9,0,,,,,,,,,,,21.9,20.1,,,,,,,,,,,,,,,X
90,2016-09-04,21.8,21,636,23,933,,1,806,1.1,723,2.4,6.5,360,1631,4.6,360,1706,1.8,1542,340,21.1,89,1050,96.1,24.9,1010.6,1013.7,937,1011.8,1,1012.7,12.9,0,,,,,,,,,,,22.9,22,,,,,,,,,,,,,,,X
90,2016-09-05,22.3,21,449,24.6,1122,,0.1,,0.1,,0.1,4.3,160,2035,2.9,20,1304,1,872,20,21.2,85,1126,94,25.1,1008.3,1012,823,1008.9,2037,1010.4,12.9,1.2,,,,,,,,,,,24.2,21.9,,,,,,,,,,,,,,,X
90,2016-09-06,23,20.6,617,25.9,1019,,,,,,,6.6,180,1329,3.9,160,1331,1.2,997,140,21.1,67,2302,89.5,25.1,1005.5,1009.5,651,1005.9,1838,1007.6,12.8,8.2,,,,,,,,,,,24.9,20.6,,,,,,,,,,,,,,,X
90,2016-09-07,22.5,20,530,25.4,850,,,,,,,4.7,360,1339,3,20,1341,1.1,961,20,19.5,67,848,83.8,22.7,1004.2,1007.2,2354,1005.5,215,1006.3,12.8,6.9,,,,,,,,,,,24.7,17.8,,,,,,,,,,,,,,,X
90,2016-09-08,21.4,20,550,24.2,1107,,0.3,1332,0.3,1242,0.3,8.9,360,1320,6.2,360,1318,1.7,1506,340,19.6,78,1000,90.4,22.9,1005.4,1009.4,2104,1005.8,340,1007.5,12.7,1.5,,,,,,,,,,,23.4,19.5,,,,,,,,,,,,,,,X
90,2016-09-09,20.9,18.7,318,24.1,1222,,7.5,1308,8.9,1244,16.2,5.8,110,2323,4.4,110,2329,1.4,1213,290,19,77,1223,89.8,22,1008.6,1013,2208,1008.9,10,1010.7,12.7,1.8,,,,,,,,,,,22.6,18.3,,,,,,,,,,,,,,,X
90,2016-09-10,21.8,19.5,527,24.9,1434,,3.8,24,7.7,10,9.3,5.9,160,1512,3.8,110,7,1.7,1441,160,20.4,80,1053,92,23.9,1011.8,1015,2116,1012.4,401,1013.9,12.7,5.5,,,,,,,,,,,24.1,18.9,,,,,,,,,,,,,,,X
90,2016-09-11,21.7,19.8,554,24.8,1407,,1.5,2246,6,2232,8.7,6.5,140,1110,4.1,160,1117,1.2,1058,140,20.8,81,1102,95,24.6,1014.2,1018.1,2310,1014.5,326,1016.3,12.6,3.5,,,,,,,,,,,24,20.1,,,,,,,,,,,,,,,X
90,2016-09-12,20.4,18.3,2353,23.4,1302,,11.7,115,40,58,41.8,8.8,360,1551,5.9,360,1556,1.6,1357,360,19.1,80,1622,92.6,22.1,1015.6,1018.6,818,1016.5,1500,1017.7,12.6,1.3,,,,,,,,,,,22.6,17.8,,,,,,,,,,,,,,,X
90,2016-09-13,20.2,17.2,235,22.9,1103,,0.3,737,0.6,704,0.7,9.7,320,1128,6.7,360,1138,1.8,1581,360,19.1,82,1105,93.8,22.1,1017.2,1020.2,2039,1017.7,149,1019.3,12.5,2.9,,,,,,,,,,,22.3,16.7,,,,,,,,,,,,,,,X
90,2016-09-14,21,18.5,424,24.1,1401,,,,,,,5.5,160,1623,3.7,160,1630,1.2,1017,140,19.5,80,1409,91.3,22.6,1015.8,1020.1,19,1016.4,1555,1017.9,12.5,5.7,,,,,,,,,,,23.7,18.6,,,,,,,,,,,,,,,X
90,2016-09-15,21.5,18.4,157,24.3,1356,,,,,,,5.5,180,1643,3.6,160,1613,1.4,1167,160,20,81,1403,91.5,23.4,1013.8,1017.3,629,1014.6,1830,1015.9,12.5,6.7,,,,,,,,,,,23.7,18,,,,,,,,,,,,,,,X
90,2016-09-16,22.1,19,506,25.6,1425,,,,,,,4.4,160,1544,2.9,160,1544,0.8,687,50,18.3,60,1248,80,21.2,1011.5,1015,947,1012.5,1743,1013.6,12.4,6.1,,,,,,,,,,,23.4,17.5,,,,,,,,,,,,,,,X
90,2016-09-17,20.4,18.6,1940,23.6,1100,,0.1,,0.1,,0.1,4.9,160,1341,3.1,160,1347,1.2,1030,290,18,62,1052,86.8,20.7,1011.3,1014.9,2047,1012.3,354,1013.4,12.4,1.7,,,,,,,,,,,22.4,17.9,,,,,,,,,,,,,,,X
90,2016-09-18,21.2,19.8,130,23.3,1125,,0.7,121,0.8,101,0.8,6.5,20,203,4.3,50,404,2.5,2180,50,17.2,70,1119,78.6,19.7,1012.5,1015.5,941,1013.8,128,1014.6,12.3,3,,,,,,,,,,,22.2,18.7,,,,,,,,,,,,,,,X
90,2016-09-19,19,15.1,2336,21,1259,,0,,0,,0,8.9,90,500,5.6,110,1009,2.7,2371,90,14.3,57,2044,75.5,16.4,1014.1,1018.3,2223,1014.4,504,1016.3,12.3,0,,,,,,,,,,,19.7,13.8,,,,,,,,,,,,,,,X
90,2016-09-20,17.4,14,449,21.2,1211,,,,,,,7.5,360,1157,5,360,1308,2.5,2121,290,12.9,59,1156,75.8,14.9,1017,1021.2,2247,1017.6,415,1019.2,12.2,11.2,,,,,,,,,,,19.5,12.8,,,,,,,,,,,,,,,X
90,2016-09-21,17.9,14.1,212,21.4,1202,,,,,,,5.2,20,1205,3.2,20,1056,1.8,1516,270,14.2,66,1129,79.6,16.3,1020.2,1024,1006,1020.8,142,1022.4,12.2,10.1,,,,,,,,,,,19.7,11.7,,,,,,,,,,,,,,,X
90,2016-09-22,18.6,15.4,2307,21.6,1134,,,,,,,5.3,360,1259,3.6,20,1258,1.6,1357,290,15.2,72,2352,81.5,17.4,1017.5,1021.9,1,1018.3,1638,1019.6,12.2,6.1,,,,,,,,,,,20.9,14.3,,,,,,,,,,,,,,,X
90,2016-09-23,18.2,13.2,230,22.7,1236,,,,,,,5.8,160,1452,3.7,160,1452,1.6,1357,270,14.8,65,930,81.3,17,1015.2,1019,720,1015.9,1512,1017.3,12.1,10.7,,,,,,,,,,,20.3,11.9,,,,,,,,,,,,,,,X
90,2016-09-24,19.5,14.9,142,23.6,1257,,,,,,,5.4,140,1507,3.1,140,1454,1.3,1159,140,16.6,74,845,84,19.1,1013.8,1017.5,742,1014.8,1620,1015.9,12.1,9.6,,,,,,,,,,,21.3,13.3,,,,,,,,,,,,,,,X
90,2016-09-25,21,16.4,140,27.7,1429,,,,,,,7.1,160,1550,4.3,160,1557,1,891,160,16.9,47,1437,78.4,19.3,1013.5,1016.7,930,1014.5,1522,1015.6,12,5.8,,,,,,,,,,,22,15.3,,,,,,,,,,,,,,,X
90,2016-09-26,20,17.1,437,23.3,1440,,,,,,,5,360,1517,3.2,360,1524,1.2,1003,320,17.9,72,1047,88.3,20.6,1014.8,1018.4,1011,1015.6,20,1016.9,12,3.8,,,,,,,,,,,21.5,15.6,,,,,,,,,,,,,,,X
90,2016-09-27,19.4,17.5,331,20.9,1607,,0.6,1115,1.1,1115,2.9,5.1,140,1442,2.9,140,1443,0.9,769,200,18.4,84,1953,94.4,21.2,1012.8,1017.1,1,1013.5,1649,1014.9,12,0,,,,,,,,,,,20.4,17,,,,,,,,,,,,,,,X
90,2016-09-28,18,14.2,2355,23.2,820,,1.1,1208,3.4,1449,21.2,9.3,90,1028,5.7,70,1116,2.2,1883,70,16.5,72,207,91.4,18.8,1014.6,1019.6,2121,1012.9,446,1016.8,11.9,0.3,,,,,,,,,,,19.4,14.6,,,,,,,,,,,,,,,X
90,2016-09-29,16.3,14,2347,20.2,1056,,0.1,,0.1,,0.1,5.5,140,1530,3,140,1523,1,872,270,12.7,56,1136,80.8,14.7,1017.1,1021.2,923,1017.5,2353,1019.3,11.9,0.6,,,,,,,,,,,18.3,13.5,,,,,,,,,,,,,,,X
90,2016-09-30,18.1,13.7,312,22.3,1116,,,,,,,4.4,140,1505,2.7,140,1506,1.2,1047,140,15.3,67,1102,84.8,17.5,1013.1,1017.7,1,1013.1,1440,1015.2,11.8,3.4,,,,,,,,,,,19.4,13.3,,,,,,,,,,,,,,,X
90,2016-10-01,19,16.1,434,22.2,1328,,,,,,,4.8,20,955,2.9,20,940,1.4,1216,290,17.2,78,930,89.8,19.6,1015.6,1019.5,949,1016.2,3,1017.7,11.8,5.2,,,,,,,,,,,20.3,15.6,,,,,,,,,,,,,,,X
90,2016-10-02,17.9,15.1,2358,21.3,1251,,2.8,2345,5.5,2025,14.3,6.2,290,1451,3.6,290,1453,0.9,747,270,16.3,67,452,90.9,18.6,1013.4,1017.8,1451,1010.1,2358,1015.5,11.8,0,,,,,,,,,,,19,15.8,,,,,,,,,,,,,,,X
90,2016-10-03,18,15.1,1,21.3,1426,,7.6,650,16.6,437,52.3,8.1,360,423,4.8,340,423,1.5,1281,340,16.6,68,2313,91.9,18.9,1007.1,1012,2342,1007.1,1659,1009.2,11.7,6,,,,,,,,,,,19.6,15,,,,,,,,,,,,,,,X
90,2016-10-04,17.9,13.9,522,20.9,907,,0,,0,,0,8.6,90,1019,6.5,110,1018,1.7,1466,290,14.7,64,504,82.1,16.8,1016.3,1020.6,1050,1012,1,1018.5,11.7,1.9,,,,,,,,,,,17.8,11.7,,,,,,,,,,,,,,,X
90,2016-10-05,17.6,15.2,2358,19.9,1527,,1,807,3.6,803,9.3,8.4,140,806,4.6,140,808,1.8,1538,140,16.2,78,1454,91.9,18.4,1010.2,1017.4,1,1008.6,1521,1012.3,11.6,2.3,,,,,,,,,,,18.9,13.9,,,,,,,,,,,,,,,X
90,2016-10-06,16.9,14.4,347,19.7,1207,,0.9,1344,1.2,1311,1.2,7.7,340,925,5.2,360,1009,1.5,1330,110,14.8,67,1009,88.3,16.8,1019.6,1025.6,2309,1014.6,1,1021.8,11.6,2.5,,,,,,,,,,,17.3,13.2,,,,,,,,,,,,,,,X
